0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
-0.0536156,-0.089600444,-0.024914345,-0.07537514,-0.17937917,-0.048446618,-0.08235484,-0.2425279,-0.07239883,-0.073224664,-0.2775904,-0.09201764,0.05363643,-0.28610146,-0.024892054,-0.02427572,-0.33040062,-0.06834771,-0.046875954,-0.25907338,-0.097300194,-0.03588724,-0.21900868,-0.11262469,0.08402413,-0.26295704,-0.029641237,-0.0004631877,-0.2971627,-0.073276214,-0.030633211,-0.22550517,-0.083661705,-0.02024132,-0.19075358,-0.08457247,0.09702271,-0.2202757,-0.039623898,0.017702043,-0.25745863,-0.07649483,-0.013379991,-0.1970157,-0.063851506,-0.0032272935,-0.16068017,-0.048123587,0.09427267,-0.17190796,-0.052591354,0.032058835,-0.20294243,-0.07373812,0.004222572,-0.17036158,-0.06439062,0.01255852,-0.14685506,-0.051644832
-0.05393082,-0.10272169,0.008933758,-0.070450604,-0.20354193,0.004973849,-0.077542484,-0.26716614,-0.006925554,-0.076695085,-0.29720742,-0.014679397,0.046761215,-0.30307043,0.0064416113,-0.019913137,-0.35435432,-0.02867541,-0.052557856,-0.29399097,-0.044691276,-0.052468628,-0.25331068,-0.050171264,0.07549721,-0.27098966,-0.015899818,-0.009685695,-0.303209,-0.056962702,-0.04185462,-0.22584414,-0.058942694,-0.032773674,-0.18495119,-0.051755134,0.086535335,-0.22430664,-0.042740684,0.010896385,-0.26450956,-0.08229892,-0.024058282,-0.20126987,-0.067934506,-0.017596006,-0.1567033,-0.048055187,0.08102965,-0.17825139,-0.07005026,0.067949,-0.2531848,-0.103633925,0.063145936,-0.3037207,-0.10939993,0.077637255,-0.3488064,-0.106270574
-0.06555107,-0.098560035,-0.015126305,-0.089540154,-0.20269334,-0.030158652,-0.09023109,-0.26227307,-0.0468807,-0.067084014,-0.27877176,-0.056653246,0.03272724,-0.30957556,-0.01961347,-0.036589265,-0.35938367,-0.059535816,-0.041195273,-0.28652757,-0.07812868,-0.019990563,-0.2536955,-0.08398523,0.059884727,-0.2737298,-0.026872216,-0.014990032,-0.29898298,-0.07045596,-0.032820165,-0.21699882,-0.07435118,-0.018476546,-0.18747991,-0.06767314,0.07014668,-0.2270608,-0.03917709,0.004003048,-0.25635022,-0.07758385,-0.022975802,-0.18634182,-0.06430609,-0.014930189,-0.14665222,-0.04435385,0.0669381,-0.181117,-0.05361617,0.0606333,-0.24936604,-0.07720892,0.065012336,-0.29691815,-0.07784957,0.08610344,-0.34420732,-0.07152921
-0.066084504,-0.09095091,-0.027645165,-0.096340954,-0.2013843,-0.04600308,-0.098414004,-0.2667141,-0.06400906,-0.06798363,-0.2655316,-0.0740652,0.028058171,-0.31385684,-0.026138095,-0.037003398,-0.3596502,-0.06781024,-0.03904307,-0.2759248,-0.08674122,-0.015604258,-0.2440396,-0.09196204,0.056672394,-0.27949345,-0.026939383,-0.014301777,-0.29482234,-0.07320789,-0.031267166,-0.2060982,-0.077081144,-0.0174855,-0.18120897,-0.06843174,0.06975722,-0.23286921,-0.033863787,0.007557094,-0.25165027,-0.076703146,-0.016762733,-0.1801241,-0.06525331,-0.0073900223,-0.14467818,-0.043621253,0.07262832,-0.18593937,-0.043496843,0.069333434,-0.25502437,-0.06310414,0.07263678,-0.30004257,-0.05895902,0.09151143,-0.34555915,-0.04837564
-0.06415498,-0.09984267,-0.018692594,-0.09277436,-0.20676643,-0.038375463,-0.097108245,-0.26659644,-0.059722904,-0.06319076,-0.2586159,-0.074291855,0.03726226,-0.31213152,-0.027480468,-0.033240497,-0.3584498,-0.073036484,-0.04662615,-0.27827913,-0.093650006,-0.028838933,-0.24186176,-0.100522965,0.0682475,-0.26967776,-0.03637769,-0.01951176,-0.29474598,-0.08784291,-0.044576883,-0.209234,-0.09099929,-0.031009436,-0.175466,-0.0819472,0.080908716,-0.21631312,-0.05117898,0.0010994673,-0.24599838,-0.09756024,-0.029628098,-0.17814147,-0.08533663,-0.02099508,-0.13758546,-0.06374231,0.08125079,-0.16448694,-0.06824575,0.07622671,-0.23511708,-0.093668394,0.0802992,-0.2846514,-0.09448036,0.10046524,-0.33374572,-0.08828383
-0.070118934,-0.11613804,-0.0025251794,-0.097589016,-0.22215396,-0.02181554,-0.09983671,-0.27369004,-0.04544634,-0.064401686,-0.25191772,-0.06300478,0.04273224,-0.3124246,-0.032968987,-0.038151562,-0.36308783,-0.074264795,-0.05442363,-0.279885,-0.08964089,-0.032445848,-0.2466929,-0.09715859,0.071165144,-0.26613235,-0.05281582,-0.024348378,-0.3053106,-0.09909339,-0.05119264,-0.22121137,-0.0932467,-0.03188038,-0.19051546,-0.08290832,0.07614595,-0.2091471,-0.076703586,-0.009233415,-0.25332934,-0.11504009,-0.044282675,-0.18703598,-0.09456551,-0.033756673,-0.14582801,-0.0740665,0.06711662,-0.15518117,-0.10234154,0.06719428,-0.22907448,-0.13406971,0.07540804,-0.28301805,-0.1418793,0.102371156,-0.33482438,-0.14363335
-0.07183498,-0.11684549,0.007248237,-0.0979099,-0.21073604,-0.009225978,-0.10452667,-0.2646094,-0.031871267,-0.068261504,-0.26466417,-0.048555817,0.017783046,-0.31436086,-0.035565604,-0.045872927,-0.3614083,-0.08006781,-0.052612543,-0.28084314,-0.092806205,-0.03335011,-0.24611115,-0.097371936,0.04993826,-0.26861256,-0.0634826,-0.026912153,-0.30218136,-0.12041937,-0.045036316,-0.21885961,-0.115041815,-0.030141294,-0.18063372,-0.10185895,0.06309152,-0.2109356,-0.09486581,-0.005572796,-0.24581778,-0.14385922,-0.032872617,-0.1784817,-0.12419753,-0.024215281,-0.13677937,-0.10196116,0.064533174,-0.15678972,-0.12667857,0.06942499,-0.22211045,-0.17154309,0.076367736,-0.27590585,-0.18550561,0.097694576,-0.33021575,-0.18977317
-0.0783093,-0.10669565,-0.006966762,-0.10856831,-0.21109456,-0.022602733,-0.10392755,-0.26817864,-0.04303247,-0.06664199,-0.24164867,-0.058482803,0.008234739,-0.3065946,-0.021300476,-0.041305006,-0.36009806,-0.06603539,-0.045230687,-0.29162663,-0.0848336,-0.026149273,-0.2554906,-0.09212736,0.043047786,-0.26904422,-0.037182447,-0.017680824,-0.29767948,-0.092320256,-0.0446499,-0.21201545,-0.094996646,-0.038850904,-0.17066026,-0.08509885,0.059693515,-0.22026062,-0.058613088,0.0063747764,-0.2482655,-0.10856646,-0.029668331,-0.17567945,-0.096747525,-0.031544566,-0.13075072,-0.075099565,0.065731525,-0.17152333,-0.08156739,0.07060069,-0.23381335,-0.11848872,0.07584429,-0.28323454,-0.12842254,0.09492272,-0.33427566,-0.12789969
-0.08225417,-0.10864782,-0.011722764,-0.113787025,-0.21547002,-0.030101353,-0.10668504,-0.27111906,-0.053642385,-0.06577504,-0.23386765,-0.0716358,0.0072716475,-0.31087488,-0.015643887,-0.04935515,-0.35934484,-0.06254916,-0.05445558,-0.2831475,-0.0834717,-0.034836054,-0.2461105,-0.090846725,0.04145044,-0.2772681,-0.02972969,-0.028574526,-0.3029647,-0.086386345,-0.050795376,-0.21372199,-0.092252076,-0.039540052,-0.17546082,-0.082936585,0.05872464,-0.23309422,-0.05022393,-0.0035585165,-0.25475234,-0.10124197,-0.035552263,-0.17775238,-0.09171092,-0.033466637,-0.13320303,-0.069614284,0.065104306,-0.18594456,-0.07276514,0.06869078,-0.24777812,-0.10369793,0.07826698,-0.29229677,-0.10952322,0.10092056,-0.33988398,-0.10558283
-0.07230368,-0.07822496,-0.019815862,-0.107801914,-0.19952482,-0.03304869,-0.101225615,-0.2725382,-0.04852525,-0.050950885,-0.2400431,-0.058259502,0.0035858154,-0.3006397,-0.0072304816,-0.03794694,-0.35053113,-0.042700984,-0.045158386,-0.28406227,-0.058645587,-0.02978766,-0.25216097,-0.062809184,0.03925371,-0.27358747,-0.011391456,-0.008092046,-0.29961002,-0.06054914,-0.02661246,-0.2168029,-0.07172208,-0.020262659,-0.1733895,-0.06530789,0.06350541,-0.23768061,-0.021121632,0.017003477,-0.25590712,-0.06521097,-0.009611487,-0.17861581,-0.06334798,-0.011547327,-0.13053393,-0.04605109,0.0808686,-0.19683832,-0.03267167,0.09128225,-0.25809634,-0.05162263,0.10880065,-0.30190355,-0.054381754,0.13248205,-0.34925514,-0.049168143
