0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
-0.051543176,-0.042873383,-0.022589974,-0.08478415,-0.13166022,-0.032670088,-0.108557165,-0.2066763,-0.039987087,-0.12876093,-0.2608028,-0.046131406,-0.05421549,-0.20066768,-0.029040184,-0.11801022,-0.2515837,-0.05698711,-0.17163572,-0.28870398,-0.07844462,-0.21661663,-0.31784904,-0.09277254,-0.056897342,-0.19854933,-0.03060082,-0.12059301,-0.25002164,-0.058674525,-0.17427093,-0.28881037,-0.07901059,-0.22389352,-0.3226737,-0.09197737,-0.061767936,-0.18764412,-0.034547962,-0.11887801,-0.2444017,-0.061288446,-0.16818434,-0.28406495,-0.074241385,-0.21341634,-0.31955642,-0.08034593,-0.067086756,-0.16897863,-0.040417995,-0.1098519,-0.224078,-0.062508576,-0.14258069,-0.2603122,-0.07113855,-0.17358229,-0.2927562,-0.074692994
-0.082360625,-0.0008150935,-0.01694519,-0.1685518,-0.05796075,-0.026706029,-0.23602456,-0.07449633,-0.038878735,-0.292654,-0.08732754,-0.05185749,-0.1218518,-0.23904979,-0.006110861,-0.17204422,-0.34263897,-0.03132941,-0.2245338,-0.41149062,-0.056105237,-0.27337855,-0.45701084,-0.074535675,-0.10045177,-0.25910926,-0.019584378,-0.15123379,-0.3814534,-0.04378099,-0.21139073,-0.45232937,-0.06917386,-0.2671626,-0.49927327,-0.08717032,-0.07743627,-0.26438427,-0.03701098,-0.11865431,-0.3918495,-0.06179214,-0.17105573,-0.46126458,-0.0820223,-0.2209202,-0.5049198,-0.09469193,-0.055078685,-0.25182456,-0.056739904,-0.088820815,-0.3522631,-0.07839793,-0.12291777,-0.41299564,-0.088502444,-0.15733463,-0.45475382,-0.09467729
-0.07729572,-0.0061519146,-0.006777915,-0.17191619,-0.05243492,-0.0072687133,-0.23292542,-0.06582558,-0.012388923,-0.28290445,-0.06852603,-0.017654097,-0.14229906,-0.18443894,0.018454922,-0.19438124,-0.25505787,0.003947854,-0.24556905,-0.3097641,-0.013331543,-0.2859817,-0.34868604,-0.027321046,-0.12365639,-0.208669,0.003948548,-0.18267035,-0.28721976,-0.010939134,-0.24003685,-0.34755766,-0.02908209,-0.29105932,-0.39261574,-0.041199137,-0.10082805,-0.22310638,-0.014960411,-0.16205013,-0.3055696,-0.034138598,-0.22045013,-0.36655188,-0.048046052,-0.27572894,-0.41226,-0.055364132,-0.077207565,-0.22630501,-0.03581884,-0.12457889,-0.29406875,-0.056130867,-0.17317891,-0.3464027,-0.065338105,-0.22123039,-0.38988265,-0.06995449
-0.07894021,-0.0026767254,-0.012290249,-0.16821432,-0.05164045,-0.017102135,-0.2285071,-0.06681955,-0.02554499,-0.27880365,-0.07291442,-0.034633197,-0.13474834,-0.19850326,0.009005936,-0.17611337,-0.29232657,-0.0088464,-0.21948665,-0.36429417,-0.02843165,-0.25359118,-0.41605964,-0.043267883,-0.1147362,-0.22351736,-0.003868697,-0.16117889,-0.32767797,-0.020878805,-0.2108005,-0.4029156,-0.040344123,-0.254706,-0.4590891,-0.052965138,-0.09169978,-0.235968,-0.02114732,-0.14381224,-0.3378163,-0.040069036,-0.19380766,-0.40808302,-0.05372266,-0.24039152,-0.4584104,-0.060831983,-0.06894666,-0.23213464,-0.04094775,-0.1111182,-0.31017977,-0.05903224,-0.15287381,-0.36582404,-0.06615104,-0.1932748,-0.40840793,-0.06932143
-0.07894021,-0.0026767254,-0.012290249,-0.16821432,-0.05164045,-0.017102135,-0.2285071,-0.06681955,-0.02554499,-0.27880365,-0.07291442,-0.034633197,-0.13474834,-0.19850326,0.009005936,-0.17611337,-0.29232657,-0.0088464,-0.21948665,-0.36429417,-0.02843165,-0.25359118,-0.41605964,-0.043267883,-0.1147362,-0.22351736,-0.003868697,-0.16117889,-0.32767797,-0.020878805,-0.2108005,-0.4029156,-0.040344123,-0.254706,-0.4590891,-0.052965138,-0.09169978,-0.235968,-0.02114732,-0.14381224,-0.3378163,-0.040069036,-0.19380766,-0.40808302,-0.05372266,-0.24039152,-0.4584104,-0.060831983,-0.06894666,-0.23213464,-0.04094775,-0.1111182,-0.31017977,-0.05903224,-0.15287381,-0.36582404,-0.06615104,-0.1932748,-0.40840793,-0.06932143
-0.07640815,0.0046320558,-0.023772756,-0.16400808,-0.04459077,-0.03896186,-0.23043525,-0.05546391,-0.054208137,-0.28453082,-0.060463965,-0.06968268,-0.13750666,-0.24212986,-0.018289499,-0.19283661,-0.34332275,-0.047267817,-0.24975958,-0.39733183,-0.073394895,-0.30177584,-0.42555484,-0.091688216,-0.11288196,-0.26164472,-0.029775353,-0.17078471,-0.37813297,-0.056912865,-0.2336297,-0.4387266,-0.08213116,-0.28994805,-0.47444144,-0.09916719,-0.08245951,-0.26345778,-0.045480497,-0.12595624,-0.38935196,-0.07112999,-0.17688459,-0.45172304,-0.089558244,-0.22365111,-0.4910488,-0.10104512,-0.049592376,-0.24562997,-0.063910484,-0.0831117,-0.34156665,-0.08541712,-0.114554524,-0.4020717,-0.09368033,-0.1453821,-0.4471741,-0.098233484
-0.07393992,0.003140986,-0.02286129,-0.16344267,-0.041035235,-0.033170164,-0.22872564,-0.05368358,-0.044031713,-0.2806595,-0.051530182,-0.055890083,-0.13428986,-0.2026974,-0.010759619,-0.17565912,-0.2969302,-0.03618335,-0.22520271,-0.36651832,-0.06192956,-0.26624906,-0.4155609,-0.081373565,-0.11564928,-0.22816586,-0.019542955,-0.16765732,-0.32669216,-0.044162057,-0.22354668,-0.39807403,-0.06868776,-0.27249348,-0.45202774,-0.08524107,-0.0898577,-0.23702323,-0.03251741,-0.14300972,-0.33586797,-0.057439983,-0.19128144,-0.40755773,-0.07507013,-0.23458856,-0.46144378,-0.085191414,-0.05921966,-0.2288714,-0.048310075,-0.09527087,-0.30718797,-0.07119972,-0.13116574,-0.35976502,-0.080995455,-0.16500276,-0.40157896,-0.08609429
-0.072126746,0.010475516,-0.0296194,-0.15999025,-0.031452537,-0.04683552,-0.22637469,-0.04649681,-0.06261084,-0.28004408,-0.04375124,-0.07962122,-0.13558692,-0.21261579,-0.030386956,-0.19070864,-0.31126904,-0.06305161,-0.24369991,-0.3801719,-0.092754,-0.28958344,-0.42851084,-0.11410887,-0.11278725,-0.23710132,-0.03868765,-0.1696052,-0.35107616,-0.070658445,-0.22693825,-0.42610815,-0.09947061,-0.27777553,-0.483776,-0.11923332,-0.08483672,-0.24448061,-0.05091939,-0.13375556,-0.36098295,-0.08191735,-0.18239474,-0.4331038,-0.104080185,-0.22710666,-0.48629093,-0.117560774,-0.05265832,-0.23537087,-0.06596901,-0.08840555,-0.32916015,-0.092604294,-0.12348801,-0.38970727,-0.10492229,-0.15838957,-0.4369959,-0.112330765
-0.07139599,0.009277523,-0.027276527,-0.15987527,-0.037065983,-0.042431034,-0.22590473,-0.052648485,-0.056808595,-0.27925223,-0.048014402,-0.07280219,-0.137007,-0.22077495,-0.025661675,-0.1940834,-0.31725574,-0.05663117,-0.24665919,-0.38481638,-0.08571294,-0.2932038,-0.43344855,-0.10691992,-0.11260486,-0.24457455,-0.035104763,-0.17010385,-0.3567173,-0.06507119,-0.22652328,-0.43019998,-0.093419336,-0.2773081,-0.4872538,-0.113090366,-0.081864536,-0.2499637,-0.048444893,-0.1288318,-0.3661009,-0.078016326,-0.17593282,-0.43771768,-0.09876977,-0.22020918,-0.49032682,-0.111407876,-0.046836138,-0.23806238,-0.06455616,-0.08334714,-0.33276153,-0.09012432,-0.11831862,-0.39482322,-0.10084951,-0.15299916,-0.44386432,-0.10727327
-0.07139599,0.009277523,-0.027276527,-0.15987527,-0.037065983,-0.042431034,-0.22590473,-0.052648485,-0.056808595,-0.27925223,-0.048014402,-0.07280219,-0.137007,-0.22077495,-0.025661675,-0.1940834,-0.31725574,-0.05663117,-0.24665919,-0.38481638,-0.08571294,-0.2932038,-0.43344855,-0.10691992,-0.11260486,-0.24457455,-0.035104763,-0.17010385,-0.3567173,-0.06507119,-0.22652328,-0.43019998,-0.093419336,-0.2773081,-0.4872538,-0.113090366,-0.081864536,-0.2499637,-0.048444893,-0.1288318,-0.3661009,-0.078016326,-0.17593282,-0.43771768,-0.09876977,-0.22020918,-0.49032682,-0.111407876,-0.046836138,-0.23806238,-0.06455616,-0.08334714,-0.33276153,-0.09012432,-0.11831862,-0.39482322,-0.10084951,-0.15299916,-0.44386432,-0.10727327
